order_id,customer_name,customer_phone,shipping_address,city,city_tier,cod_amount,order_hour,is_repeat_customer,latitude,longitude,delivery_success
ORD-PK-00081,Hassan Tariq,03059959220,"House #415, Chowk #13, behind Shell Pump, Rawalpindi",Rawalpindi,1,6350.0,19,0,33.53806,72.99288,1
ORD-PK-00082,Zubair Bhatti,03666327905,"House #53, Gali #19, near Jamia Masjid, Rawalpindi",Rawalpindi,1,2880.0,20,1,33.59044,73.04767,1
ORD-PK-00083,Ayesha Khan,03154955699,"House #42, Phase #15, near Jamia Masjid, Hyderabad",Hyderabad,2,4000.0,19,1,25.42238,68.37349,1
ORD-PK-00084,Sana Qureshi,03002329187,"House #111, Lane #34, near Government College, Karachi",Karachi,1,1190.0,10,0,24.82572,67.02804,1
ORD-PK-00085,Hamza Khan,03345059048,"behind Shell Pump, Islamabad",Islamabad,1,6570.0,9,0,33.67325,73.08417,1
ORD-PK-00086,Hassan Shah,03218887557,"House #199, Phase #17, near City Bakery, Islamabad",Islamabad,1,15220.0,18,1,33.70493,73.01857,1
ORD-PK-00087,Fatima Rehman,03458795078,near bridge,Lahore,1,7560.0,3,1,31.55126,74.34395,1
ORD-PK-00088,Ayesha Shah,03004206183,"House #442, Street #22, behind Shell Pump, Lahore",Lahore,1,25840.0,14,0,31.49535,74.37407,0
ORD-PK-00089,Hassan Shah,03018121922,"House #309, Lane #35, behind Shell Pump, Lahore",Lahore,1,3900.0,14,0,31.51591,74.35447,1
ORD-PK-00090,Maryam Ansari,03215606274,"near Jamia Masjid, Multan",Multan,2,15580.0,18,0,30.16611,71.5474,0
ORD-PK-00091,Ali Sheikh,03157075878,"House #291, Street #10, near City Bakery, Karachi",Karachi,1,2070.0,16,0,24.87266,66.98107,1
ORD-PK-00092,Sana Chaudhry,03212975701,"House #134, Chowk #14, adjacent to General Hospital, Karachi",Karachi,1,1640.0,8,1,24.87777,67.04088,1
ORD-PK-00093,Zubair Ansari,03462089496,"House #149, Block #11, near City Bakery, Peshawar",Peshawar,2,7000.0,15,1,33.98621,71.54813,1
ORD-PK-00094,Hamza Mughal,03333177199,"near Jamia Masjid, Karachi",Karachi,1,5490.0,15,0,24.8266,67.03889,1
ORD-PK-00095,Zainab Qureshi,03153153097,"adjacent to General Hospital, Rawalpindi",Rawalpindi,1,4410.0,15,0,33.56655,73.00123,1
ORD-PK-00096,Maryam Tariq,03335765539,"behind Shell Pump, Karachi",Karachi,1,13850.0,11,0,24.83419,67.03643,1
ORD-PK-00097,Omar Mughal,03346664316,"adjacent to General Hospital, Karachi",Karachi,1,10080.0,19,0,24.86647,67.01055,0
ORD-PK-00098,Maryam Rehman,03456068298,"House #413, Mohallah #20, near Government College, Karachi",Karachi,1,3800.0,14,0,24.88962,66.98665,0
ORD-PK-00099,Fatima Siddiqui,03159639932,"House #164, Sector #30, near Jamia Masjid, Muzaffarabad",Muzaffarabad,3,4740.0,22,0,34.40701,73.50328,0
ORD-PK-00100,Maryam Mughal,03053673322,"House #264, Chowk #32, behind Shell Pump, Peshawar",Peshawar,2,3950.0,22,1,33.97914,71.52449,1
ORD-PK-00101,Omar Rehman,03331137194,"near Government College, Gujranwala",Gujranwala,2,4820.0,13,0,32.16327,74.19876,1
ORD-PK-00102,Hamza Qureshi,03122993318,"House #50, Mohallah #24, behind Shell Pump, Karachi",Karachi,1,11310.0,15,0,24.83166,66.98774,0
ORD-PK-00103,Zainab Chaudhry,03333345135,"House #314, Phase #11, near Government College, Islamabad",Islamabad,1,7200.0,15,0,33.68943,73.04589,1
ORD-PK-00104,Fatima Rehman,03216161977,"near City Bakery, Karachi",Karachi,1,6650.0,22,0,24.86691,67.01881,1
ORD-PK-00105,Ahmed Shah,03347378535,"House #349, Sector #3, adjacent to General Hospital, Rawalpindi",Rawalpindi,1,4050.0,14,0,33.56525,73.02582,1
ORD-PK-00106,Zubair Tariq,03463316639,"House #288, Phase #31, adjacent to General Hospital, Islamabad",Islamabad,1,17460.0,12,0,33.70207,73.05936,1
ORD-PK-00107,Saad Qureshi,03055680950,"House #116, Block #19, near City Bakery, Faisalabad",Faisalabad,2,7020.0,16,0,31.43342,73.14088,1
ORD-PK-00108,Maryam Siddiqui,03025872986,"House #366, Gali #23, near Government College, Islamabad",Islamabad,1,12670.0,11,0,33.65314,73.06717,1
ORD-PK-00109,Muhammad Rehman,03054906349,"House #212, Phase #31, near Jamia Masjid, Karachi",Karachi,1,2670.0,13,0,24.8589,66.97706,1
ORD-PK-00110,Fatima Bhatti,03014896008,"House #371, Street #12, near Government College, Dera Ismail Khan",Dera Ismail Khan,3,4380.0,19,1,31.89238,70.88506,1
ORD-PK-00111,Bilal Mughal,03155774152,"House #329, Chowk #9, adjacent to General Hospital, Karachi",Karachi,1,2120.0,19,0,24.82183,66.98807,1
ORD-PK-00112,Omar Sheikh,03457802999,"adjacent to General Hospital, Lahore",Lahore,1,1750.0,15,0,31.51109,74.35444,0
ORD-PK-00113,Fatima Bhatti,03341191859,"House #185, Sector #4, near City Bakery, Lahore",Lahore,1,16410.0,21,0,31.53562,74.3698,1
ORD-PK-00114,Fatima Mughal,03029022561,"House #383, Phase #27, near City Bakery, Quetta",Quetta,2,18980.0,20,0,30.18747,66.99799,1
ORD-PK-00115,Hamza Tariq,03342882551,"House #281, Sector #35, opposite Meezan Bank, Islamabad",Islamabad,1,17120.0,10,0,33.68523,73.0726,0
ORD-PK-00116,Hamza Siddiqui,03008757420,"behind Shell Pump, Islamabad",Islamabad,1,24420.0,10,1,33.70043,73.05119,1
ORD-PK-00117,Maryam Malik,03221532422,"House #93, Lane #27, behind Shell Pump, Karachi",Karachi,1,5410.0,13,0,24.86384,67.01338,1
ORD-PK-00118,Ahmed Shah,03024736121,"near Jamia Masjid, Lahore",Lahore,1,5820.0,16,0,31.50809,74.34075,0
ORD-PK-00119,Sana Malik,0366362492,"House #35, Gali #3, near Government College, Hyderabad",Hyderabad,2,9450.0,4,0,25.41635,68.37989,0
ORD-PK-00120,Bilal Sheikh,03466350316,"House #396, Phase #16, behind Shell Pump, Karachi",Karachi,1,8430.0,11,1,24.89108,67.03403,1
ORD-PK-00121,Ayesha Shah,03157394713,"behind Shell Pump, Rawalpindi",Rawalpindi,1,2710.0,19,0,33.54916,73.03351,1
ORD-PK-00122,Maryam Khan,03219891787,"House #125, Block #14, behind Shell Pump, Peshawar",Peshawar,2,2580.0,16,0,34.00527,71.5333,0
ORD-PK-00123,Ali Sheikh,03344640933,"House #446, Phase #20, near Jamia Masjid, Karachi",Karachi,1,22960.0,23,0,24.86905,66.97746,0
ORD-PK-00124,Hamza Ansari,03218822384,"House #184, Block #17, behind Shell Pump, Hyderabad",Hyderabad,2,10420.0,15,0,25.38566,68.35091,1
ORD-PK-00125,Usman Tariq,03128005797,"House #101, Phase #15, near Government College, Rawalpindi",Rawalpindi,1,19240.0,12,0,33.58298,73.03607,1
ORD-PK-00126,Sana Ansari,03469192588,"House #278, Street #34, near Jamia Masjid, Islamabad",Islamabad,1,3080.0,19,0,33.66291,73.06447,1
ORD-PK-00127,Hamza Qureshi,03349106820,"near Jamia Masjid, Karachi",Karachi,1,8730.0,18,0,24.86088,67.01693,0
ORD-PK-00128,Maryam Chaudhry,03019797727,"House #99, Block #23, behind Shell Pump, Lahore",Lahore,1,3900.0,16,0,31.53512,74.38653,1
ORD-PK-00129,Zubair Rehman,03017799441,"House #283, Chowk #4, near City Bakery, Faisalabad",Faisalabad,2,4360.0,17,0,31.48831,73.16658,1
ORD-PK-00130,Usman Sheikh,03468977571,"House #39, Block #35, adjacent to General Hospital, Hyderabad",Hyderabad,2,2610.0,22,0,25.41302,68.34966,1
ORD-PK-00131,Ahmed Mughal,03216565503,"House #379, Lane #6, adjacent to General Hospital, Karachi",Karachi,1,2840.0,20,0,24.89709,66.99284,1
ORD-PK-00132,Muhammad Rehman,03229230960,"House #284, Mohallah #28, opposite Meezan Bank, Multan",Multan,2,10170.0,11,0,30.13894,71.5153,0
ORD-PK-00133,Ahmed Tariq,03152787627,"House #158, Chowk #24, behind Shell Pump, Peshawar",Peshawar,2,16900.0,16,0,34.00341,71.49235,0
ORD-PK-00134,Fatima Siddiqui,03666606196,"near City Bakery, Rawalpindi",Rawalpindi,1,27570.0,15,0,33.54661,72.99837,0
ORD-PK-00135,Ahmed Siddiqui,03129124053,"behind Shell Pump, Karachi",Karachi,1,20690.0,17,0,24.82124,66.99276,0
ORD-PK-00136,Ayesha Ansari,03213283789,"House #309, Sector #31, behind Shell Pump, Sialkot",Sialkot,2,14720.0,18,0,32.47389,74.51298,1
ORD-PK-00137,Ayesha Ansari,03344352088,"House #280, Lane #2, near City Bakery, Peshawar",Peshawar,2,7040.0,20,1,34.0387,71.53874,1
ORD-PK-00138,Bilal Sheikh,03028098909,"near Jamia Masjid, Karachi",Karachi,1,19850.0,15,0,24.86419,67.02436,1
ORD-PK-00139,Maryam Shah,03012834914,"near City Bakery, Lahore",Lahore,1,20450.0,23,0,31.54061,74.39596,0
ORD-PK-00140,Muhammad Malik,03339703982,"House #353, Sector #29, behind Shell Pump, Lahore",Lahore,1,19980.0,9,0,31.50403,74.39234,1
ORD-PK-00141,Zubair Tariq,03126755703,"House #106, Chowk #23, near Government College, Karachi",Karachi,1,1150.0,11,0,24.88863,67.01294,0
ORD-PK-00142,Ahmed Tariq,03023686631,"House #219, Chowk #15, near Government College, Faisalabad",Faisalabad,2,4430.0,2,0,31.45778,73.12611,0
ORD-PK-00143,Usman Bhatti,03012707116,"adjacent to General Hospital, Faisalabad",Faisalabad,2,5130.0,18,0,31.43547,73.12609,1
ORD-PK-00144,Ali Ansari,03223894531,"near City Bakery, Lahore",Lahore,1,20010.0,8,1,31.49504,74.37417,0
ORD-PK-00145,Ayesha Mughal,03218097413,"House #326, Lane #11, near Government College, Islamabad",Islamabad,1,24920.0,5,0,33.65532,73.07312,0
ORD-PK-00146,Hamza Rehman,03459249791,"House #431, Chowk #32, opposite Meezan Bank, Dera Ismail Khan",Dera Ismail Khan,3,3650.0,3,0,31.88506,70.90715,0
ORD-PK-00147,Zainab Shah,03342916069,"House #279, Phase #35, near Jamia Masjid, Multan",Multan,2,5710.0,7,0,30.14132,71.56485,1
ORD-PK-00148,Fatima Malik,03014975295,"House #378, Phase #28, opposite Meezan Bank, Islamabad",Islamabad,1,2500.0,16,0,33.65787,73.08622,1
ORD-PK-00149,Saad Bhatti,03332597613,"House #385, Mohallah #4, behind Shell Pump, Lahore",Lahore,1,3150.0,8,0,31.54788,74.35012,1
ORD-PK-00150,Omar Bhatti,03218583162,"House #407, Gali #26, adjacent to General Hospital, Karachi",Karachi,1,6970.0,22,0,24.88263,67.01972,0
ORD-PK-00151,Zainab Rehman,03152062512,"near Government College, Multan",Multan,2,5650.0,12,0,30.12795,71.55309,0
ORD-PK-00152,Maryam Rehman,03002670586,"near Government College, Peshawar",Peshawar,2,8150.0,0,0,34.03019,71.49545,0
ORD-PK-00153,Ahmed Bhatti,03155200835,"House #341, Lane #4, near Government College, Faisalabad",Faisalabad,2,7130.0,18,0,31.44854,73.10562,0
ORD-PK-00154,Omar Qureshi,03772123227,near bridge,Karachi,1,2700.0,19,1,24.89118,66.97207,0
ORD-PK-00155,Hassan Chaudhry,03453396676,"House #289, Street #11, near Government College, Multan",Multan,2,4570.0,17,0,30.18923,71.4961,0
ORD-PK-00156,Sana Siddiqui,03216276495,"opposite Meezan Bank, Karachi",Karachi,1,19290.0,18,0,24.82285,67.02887,1
ORD-PK-00157,Usman Shah,03057572491,"House #28, Sector #32, near Government College, Gujranwala",Gujranwala,2,20080.0,21,1,32.17302,74.18545,1
ORD-PK-00158,Ayesha Ansari,03028902314,main bazar,Sialkot,2,940.0,21,0,32.47742,74.53991,0
ORD-PK-00159,Ayesha Tariq,03453561552,"House #159, Gali #33, opposite Meezan Bank, Multan",Multan,2,14870.0,17,0,30.12279,71.54079,1
ORD-PK-00160,Zubair Sheikh,03997389425,"House #314, Street #20, near City Bakery, Multan",Multan,2,10830.0,8,1,30.14524,71.52628,0
ORD-PK-00161,Bilal Chaudhry,03465509119,"near Jamia Masjid, Peshawar",Peshawar,2,3650.0,15,0,34.0253,71.52459,1
ORD-PK-00162,Muhammad Qureshi,03027168777,"House #396, Gali #8, opposite Meezan Bank, Islamabad",Islamabad,1,2830.0,11,0,33.65641,73.08239,1
ORD-PK-00163,Hamza Tariq,03214766741,"House #214, Phase #18, near Jamia Masjid, Sialkot",Sialkot,2,2390.0,9,0,32.53083,74.48841,1
ORD-PK-00164,Bilal Bhatti,03338662929,"House #103, Block #20, near City Bakery, Islamabad",Islamabad,1,5820.0,23,0,33.68812,73.07158,1
ORD-PK-00165,Maryam Siddiqui,0377260974,main bazar,Karachi,1,5380.0,7,0,24.86006,66.96589,0
ORD-PK-00166,Sana Bhatti,03059720112,"House #191, Chowk #6, adjacent to General Hospital, Sukkur",Sukkur,3,1150.0,17,1,27.67566,68.84073,1
ORD-PK-00167,Maryam Siddiqui,03466473593,"House #140, Sector #5, opposite Meezan Bank, Sialkot",Sialkot,2,1250.0,9,0,32.49737,74.56007,1
ORD-PK-00168,Bilal Qureshi,03012517010,"House #352, Block #3, opposite Meezan Bank, Karachi",Karachi,1,3070.0,22,0,24.84461,67.02671,0
ORD-PK-00169,Ayesha Qureshi,03335191831,"House #53, Lane #8, near Jamia Masjid, Karachi",Karachi,1,1060.0,20,0,24.87227,67.00769,1
ORD-PK-00170,Zubair Malik,03993417700,"near Government College, Lahore",Lahore,1,3960.0,8,0,31.55433,74.35335,0
ORD-PK-00171,Zainab Khan,03213899223,"House #96, Block #18, near Government College, Multan",Multan,2,3200.0,17,0,30.15582,71.49192,1
ORD-PK-00172,Ayesha Sheikh,03335180005,"adjacent to General Hospital, Lahore",Lahore,1,8450.0,15,0,31.52565,74.34443,0
ORD-PK-00173,Muhammad Ansari,03005713268,"House #242, Phase #15, opposite Meezan Bank, Lahore",Lahore,1,13700.0,5,0,31.54812,74.38249,1
ORD-PK-00174,Zubair Chaudhry,03346335227,"near City Bakery, Lahore",Lahore,1,6460.0,22,0,31.49546,74.39774,1
ORD-PK-00175,Zainab Shah,03221636925,"House #120, Sector #2, adjacent to General Hospital, Gujranwala",Gujranwala,2,2140.0,12,1,32.21716,74.15926,1
ORD-PK-00176,Sana Chaudhry,03337121835,shop,Karachi,1,6810.0,11,1,24.8966,67.02445,0
ORD-PK-00177,Omar Ansari,03336986539,"House #302, Lane #25, behind Shell Pump, Dera Ismail Khan",Dera Ismail Khan,3,2810.0,22,0,31.90214,70.93911,0
ORD-PK-00178,Saad Ansari,03344706007,"near Jamia Masjid, Karachi",Karachi,1,3340.0,12,0,24.89775,67.02683,1
ORD-PK-00179,Sana Ansari,03124517918,"House #35, Phase #17, near Jamia Masjid, Faisalabad",Faisalabad,2,3740.0,22,0,31.4407,73.13868,1
ORD-PK-00180,Zainab Mughal,03454784650,"House #38, Street #19, near Jamia Masjid, Karachi",Karachi,1,1730.0,21,1,24.89605,67.03934,1
ORD-PK-00181,Saad Qureshi,03213768193,"near Government College, Lahore",Lahore,1,1310.0,13,0,31.52361,74.37155,1
ORD-PK-00182,Ali Khan,03339236745,"House #185, Street #28, near Jamia Masjid, Lahore",Lahore,1,1670.0,7,1,31.55856,74.35659,1
ORD-PK-00183,Hassan Siddiqui,03455446036,"House #279, Mohallah #12, behind Shell Pump, Karachi",Karachi,1,5350.0,14,0,24.86584,66.97319,1
ORD-PK-00184,Ali Malik,03337945543,call on arrival,Faisalabad,2,16050.0,14,0,31.44839,73.16553,0
ORD-PK-00185,Ali Siddiqui,03461582647,"House #265, Lane #8, near Government College, Islamabad",Islamabad,1,1350.0,8,0,33.67923,73.08768,1
